Duolingo_Category	Simplified Chinese	Traditional Chinese	Pinyin	English Definition
Health 2	舒		Shū   shū	surname Shu  to stretch / to unfold / to relax / leisurely
Health 2	应	應	Yìng   yīng   yìng	surname Ying  to agree (to do sth) / should / ought to / must / (legal) shall  to answer / to respond / to comply with / to deal or cope with
Health 2	生病		shēng bìng	to fall ill
Health 2	应该	應該	yīng gāi	ought to / should / must
Health 2	舒服		shū fu	comfortable / feeling well
Health 2	了		le   liǎo   liǎo	(modal particle intensifying preceding clause) / (completed action marker)  to finish / to achieve / variant of 瞭｜了 / to understand clearly  (of eyes) bright / clear-sighted / to understand clearly
Health 2	疼		téng	(it) hurts / sore / to love dearly
Health 2	头	頭	tóu   tou	head / hair style / the top / end / beginning or end / a stub / remnant / chief / boss / side / aspect / first / leading / classifier for pigs or livestock / CL: 個｜个  suffix for nouns
Health 2	休息		xiū xi	rest / to rest
Health 2	休		Xiū   xiū	surname Xiu  to rest / to stop doing sth for a period of time / to cease / (imperative) don't
Health 2	息		xī	breath / news / interest (on an investment or loan) / to cease / to stop / to rest / Taiwan pr. [xi2]
Health 2	肚子		dù zi	belly / abdomen / stomach / CL: 個｜个
Health 2	肚		dǔ   dù	tripe  belly
Health 2	药	葯	yào   yào	leaf of the iris / variant of 藥｜药  medicine / drug / substance used for a specific purpose (e.g. poisoning, explosion, fermenting) / CL: 種｜种, 服, 味 / to poison
Health 2	一定		yī dìng	surely / certainly / necessarily / fixed / a certain (extent etc) / given / particular / must
Health 2	感冒		gǎn mào	to catch cold / (common) cold / CL: 場｜场, 次 / (coll.) to be interested in (often used in the negative) / (Tw) to detest / can't stand
Health 2	感		gǎn	to feel / to move / to touch / to affect / feeling / emotion / (suffix) sense of ~
Health 2	定		dìng	to set / to fix / to determine / to decide / to order
Health 2	冒		Mào   mào	surname Mao  to emit / to give off / to send out (or up, forth) / to brave / to face / reckless / to falsely adopt (sb's identity etc) / to feign / (literary) to cover
Health 2	留		liú	to leave (a message etc) / to retain / to stay / to remain / to keep / to preserve
Health 2	请假	請假	qǐng jià	to request leave of absence
Health 2	发烧	發燒	fā shāo	to have a high temperature (from illness) / to have a fever
Health 2	别	別	Bié   bié   biè	surname Bie  to leave / to depart / to separate / to distinguish / to classify / other / another / don't ...! / to pin / to stick (sth) in  to make sb change their ways, opinions etc
Health 2	发	發	fā   fà	to send out / to show (one's feeling) / to issue / to develop / to make a bundle of money / classifier for gunshots (rounds)  hair / Taiwan pr. [fa3]
Health 2	假		jiǎ   jià	fake / false / artificial / to borrow / if / suppose  vacation
Health 2	烧	燒	shāo	to burn / to cook / to stew / to bake / to roast / to heat / to boil (tea, water etc) / fever / to run a temperature / (coll.) to let things go to one's head
Invitation 2	派		pài	clique / school / group / faction / to dispatch / to send / to assign / to appoint / pi (Greek letter Ππ) / the circular ratio pi = 3.1415926 / (loanword) pie
Invitation 2	能		Néng   néng	surname Neng  can / to be able to / might possibly / ability / (physics) energy
Invitation 2	生日		shēng rì	birthday / CL: 個｜个
Invitation 2	派对	派對	pài duì	party (loanword)
Invitation 2	打扮		dǎ ban	to decorate / to dress / to make up / to adorn / manner of dressing / style of dress
Invitation 2	扮		bàn	to disguise oneself as / to dress up / to play (a role) / to put on (an expression)
Invitation 2	希望		xī wàng	to wish for / to desire / hope / CL: 個｜个
Invitation 2	跟		gēn	heel / to follow closely / to go with / (of a woman) to marry sb / with / compared with / to / towards / and (joining two nouns)
Invitation 2	希		xī	to hope / to admire / variant of 稀
Invitation 2	望		wàng   wàng	full moon / to hope / to expect / to visit / to gaze (into the distance) / to look towards / towards  15th day of month (lunar calendar) / old variant of 望
Invitation 2	大家		dà jiā	everyone / influential family / great expert
Invitation 2	公司		gōng sī	(business) company / company / firm / corporation / incorporated / CL: 家
Invitation 2	正在		zhèng zài	just at (that time) / right in (that place) / right in the middle of (doing sth)
Invitation 2	正		zhēng   zhèng	first month of the lunar year  straight / upright / proper / main / principal / to correct / to rectify / exactly / just (at that time) / right (in that place) / (math.) positive
Invitation 2	司		Sī   sī	surname Si  to take charge of / to manage / department (under a ministry)
Invitation 2	事情		shì qing	affair / matter / thing / business / CL: 件, 樁｜桩
Invitation 2	才		cái   cái	ability / talent / sb of a certain type / a capable individual / only / only then / just now  a moment ago / just now / (indicating sth happening later than expected) / (preceded by a clause of condition or reason) not until / (followed by a numerical clause) only
Invitation 2	多		duō	many / much / often / a lot of / numerous / more / in excess / how (to what extent) / multi- / Taiwan pr. [duo2] when it means 'how'
Invitation 2	事		shì	matter / thing / item / work / affair / CL: 件, 樁｜桩, 回
Invitation 2	情		qíng	feeling / emotion / passion / situation
Dining 3	费	費	Fèi   fèi	surname Fei  to cost / to spend / fee / wasteful / expenses
Dining 3	完		wán	to finish / to be over / whole / complete / entire
Dining 3	经	經	Jīng   jīng	surname Jing  classics / sacred book / scripture / to pass through / to undergo / to bear / to endure / warp (textile) / longitude / menstruation / channel (TCM) / abbr. for economics 經濟｜经济
Dining 3	已		yǐ	already / to stop / then / afterwards
Dining 3	已经	已經	yǐ jīng	already
Dining 3	请	請	qǐng	to ask / to invite / please (do sth) / to treat (to a meal etc) / to request
Dining 3	小费	小費	xiǎo fèi	tip / gratuity
Dining 3	饱	飽	bǎo	to eat till full / satisfied
Dining 3	好吃		hǎo chī   hào chī	tasty / delicious  to be fond of eating / to be gluttonous
Dining 3	真		zhēn	really / truly / indeed / real / true / genuine
Dining 3	饿	餓	è	to be hungry / hungry / to starve (sb)
Dining 3	少		shǎo   shào	few / less / to lack / to be missing / to stop (doing sth) / seldom  young
Dining 3	好喝		hǎo hē	tasty (drinks)
Dining 3	渴		kě	thirsty
Dining 3	酒		jiǔ	wine (esp. rice wine) / liquor / spirits / alcoholic beverage / CL: 杯, 瓶, 罐, 桶, 缸
Dining 3	巧克力		qiǎo kè lì	chocolate (loanword) / CL: 塊｜块
Dining 3	味道		wèi dao	flavor / smell / hint of
Dining 3	甜点	甜點	tián diǎn	dessert
Dining 3	甜		tián	sweet
Dining 3	巧		qiǎo	opportunely / coincidentally / as it happens / skillful / timely
Dining 3	克		kè   Kè   kēi	to be able to / to subdue / to restrain / to overcome / gram / Tibetan unit of land area, about 6 ares  Ke (c. 2000 BC), seventh of the legendary Flame Emperors, 炎帝 descended from Shennong 神農｜神农 Farmer God  to scold / to beat
Dining 3	力		Lì   lì	surname Li  power / force / strength / ability / strenuously
Shopping 2	试	試	shì	to test / to try / experiment / examination / test
Shopping 2	蓝	藍	Lán   lán	surname Lan  blue / indigo plant
Shopping 2	条	條	tiáo	strip / item / article / clause (of law or treaty) / classifier for long thin things (ribbon, river, road, trousers etc)
Shopping 2	裙		qún	skirt / CL: 條｜条
Shopping 2	裙子		qún zi	skirt / CL: 條｜条
Shopping 2	双	雙	Shuāng   shuāng	surname Shuang  two / double / pair / both / even (number)
Shopping 2	还	還	Huán   hái   huán	surname Huan  still / still in progress / still more / yet / even more / in addition / fairly / passably (good) / as early as / even / also / else  to pay back / to return
Shopping 2	鞋子		xié zi	shoe
Shopping 2	意大利		Yì dà lì	Italy / Italian
Shopping 2	色		sè   shǎi	color / CL: 種｜种 / look / appearance / sex  color / dice
Shopping 2	鞋		xié	shoe / CL: 雙｜双, 隻｜只
Shopping 2	利		Lì   lì	surname Li  sharp / favorable / advantage / benefit / profit / interest / to do good to / to benefit
Shopping 2	小		xiǎo	small / tiny / few / young
Shopping 2	比		Bǐ   bǐ   bì	Belgium / Belgian / abbr. for 比利時｜比利时  (particle used for comparison and '-er than') / to compare / to contrast / to gesture (with hands) / ratio  to associate with / to be near
Shopping 2	衬衫	襯衫	chèn shān	shirt / blouse / CL: 件
Shopping 2	衬	襯	chèn	(of garments) against the skin / to line / lining / to contrast with / to assist financially
Shopping 2	衫		shān	garment / jacket with open slits in place of sleeves
Shopping 2	大		dà   dài	big / huge / large / major / great / wide / deep / older (than) / oldest / eldest / greatly / very much / (dialect) father / father's elder or younger brother  see 大夫
Shopping 2	裤子	褲子	kù zi	trousers / pants / CL: 條｜条
Shopping 2	好看		hǎo kàn	good-looking / nice-looking / good (of a movie, book, TV show etc) / embarrassed / humiliated
Shopping 2	裤	褲	kù	underpants / trousers / pants
Shopping 2	质	質	zhì	character / nature / quality / plain / to pawn / pledge / hostage / to question / Taiwan pr. [zhi2]
Shopping 2	量		liáng   liàng	to measure  capacity / quantity / amount / to estimate / abbr. for 量詞｜量词, classifier (in Chinese grammar) / measure word
Shopping 2	质量	質量	zhì liàng	quality / (physics) mass / CL: 個｜个
Body Parts	朵		duǒ	flower / earlobe / fig. item on both sides / classifier for flowers, clouds etc
Body Parts	睛		jīng	eye / eyeball
Body Parts	绿	綠	lǜ	green
Body Parts	耳		ěr	ear / handle (archaeology) / and that is all (classical Chinese)
Body Parts	眼		yǎn	eye / small hole / crux (of a matter) / CL: 隻｜只, 雙｜双 / classifier for big hollow things (wells, stoves, pots etc)
Body Parts	耳朵		ěr duo	ear / CL: 隻｜只, 個｜个, 對｜对 / handle (on a cup)
Body Parts	眼睛		yǎn jing	eye / CL: 隻｜只, 雙｜双
Body Parts	头发	頭髮	tóu fa	hair (on the head)
Body Parts	脸	臉	liǎn	face / CL: 張｜张, 個｜个
Body Parts	又		yòu	(once) again / also / both... and... / and yet / (used for emphasis) anyway
Body Parts	黑		Hēi   hēi	abbr. for Heilongjiang province 黑龍江｜黑龙江  black / dark / sinister / secret / shady / illegal / to hide (sth) away / to vilify / (loanword) to hack (computing)
Body Parts	发	發	fā   fà	to send out / to show (one's feeling) / to issue / to develop / to make a bundle of money / classifier for gunshots (rounds)  hair / Taiwan pr. [fa3]
Body Parts	嘴巴		zuǐ ba	mouth / CL: 張｜张 / slap in the face / CL: 個｜个
Body Parts	鼻子		bí zi	nose / CL: 個｜个, 隻｜只
Body Parts	脚	腳	jiǎo	foot / leg (of an animal or an object) / base (of an object) / CL: 雙｜双, 隻｜只 / classifier for kicks
Body Parts	手		shǒu	hand / (formal) to hold / person engaged in certain types of work / person skilled in certain types of work / personal(ly) / convenient / classifier for skill / CL: 雙｜双, 隻｜只
Body Parts	嘴		zuǐ	mouth / beak / nozzle / spout (of teapot etc) / CL: 張｜张, 個｜个
Body Parts	鼻		bí	nose
Body Parts	巴		Bā   bā	Ba state during Zhou dynasty (in east of modern Sichuan) / abbr. for east Sichuan or Chongqing / surname Ba / abbr. for Palestine or Palestinian / abbr. for Pakistan  to long for / to wish / to cling to / to stick to / sth that sticks / close to / next to / spread open / informal abbr. for bus 巴士 / bar (unit of pressure) / nominalizing suffix on certain nouns, such as 尾巴, tail
Travel	远	遠	yuǎn   yuàn	far / distant / remote / (intensifier in a comparison) by far / much (lower etc)  to distance oneself from (classical)
Travel	离		chī   Lí   lí	mythical beast (archaic)  surname Li  to leave / to part from / to be away from / (in giving distances) from / without (sth) / independent of / one of the Eight Trigrams 八卦, symbolizing fire / ☲
Travel	路		Lù   lù	surname Lu  road / CL: 條｜条 / journey / route / line (bus etc) / sort / kind
Travel	走路		zǒu lù	to walk / to go on foot
Travel	近		jìn	near / close to / approximately
Travel	开车	開車	kāi chē	to drive a car
Travel	飞机	飛機	fēi jī	airplane / CL: 架
Travel	机场	機場	jī chǎng	airport / airfield / CL: 家, 處｜处
Travel	飞	飛	fēi	to fly
Travel	场	場	cháng   chǎng	threshing floor / classifier for events and happenings: spell, episode, bout  large place used for a specific purpose / stage / scene (of a play) / classifier for sporting or recreational activities / classifier for number of exams
Travel	靠		kào	to lean against or on / to stand by the side of / to come near to / to depend on / to trust / to fuck (vulgar) / traditional military costume drama where the performers wear armor (old)
